ORDERNUMBER,QUANTITYORDERED,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,DEALSIZE,Customer Value,Customer PO Freq.,Customer Frequency,CLTV
10356,27,2,1746.63,2004-12-09,Shipped,4,12,2004,Cars,S18_1984,Lyon Souveniers,Paris,France,EMEA,Small,Low-value,3,Low-freq.,9945.0
10366,34,3,4207.84,2005-01-10,Shipped,1,1,2005,Cars,S18_1984,Royale Belge,Charleroi,Belgium,EMEA,Medium,Low-value,4,Low-freq.,4212.0
10377,36,6,4352.76,2005-02-09,Shipped,1,2,2005,Cars,S18_1984,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Medium,High-value,3,Low-freq.,14118.0
10390,34,15,1463.7,2005-03-04,Shipped,1,3,2005,Cars,S18_1984,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10406,48,2,7169.28,2005-04-15,Disputed,2,4,2005,Cars,S18_1984,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Large,High-value,5,Low-freq.,18408.0
10419,34,4,4594.76,2005-05-17,Shipped,2,5,2005,Cars,S18_1984,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,High-value,4,Low-freq.,18993.0
10104,24,8,3457.92,2003-01-31,Shipped,1,1,2003,Cars,S18_2238,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10115,46,4,7381.16,2003-04-04,Shipped,2,4,2003,Cars,S18_2238,Classic Legends Inc.,NYC,USA,North America,Large,Low-value,3,Low-freq.,9867.0
10127,45,10,7146.9,2003-06-03,Shipped,2,6,2003,Cars,S18_2238,Muscle Machine Inc,NYC,USA,North America,Large,High-value,4,Low-freq.,25116.0
10141,39,4,5938.53,2003-08-01,Shipped,3,8,2003,Cars,S18_2238,Suominen Souveniers,Espoo,Finland,EMEA,Medium,High-value,3,Low-freq.,14469.0
10151,43,2,7110.91,2003-09-21,Shipped,3,9,2003,Cars,S18_2238,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Large,High-value,3,Low-freq.,13221.0
10165,29,11,5032.95,2003-10-22,Shipped,4,10,2003,Cars,S18_2238,"Dragon Souveniers, Ltd.",Singapore,Singapore,APAC,Medium,High-value,5,Low-freq.,21957.0
10176,20,10,3667.6,2003-11-06,Shipped,4,11,2003,Cars,S18_2238,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Medium,High-value,3,Low-freq.,18096.0
10184,46,5,7381.16,2003-11-14,Shipped,4,11,2003,Cars,S18_2238,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Large,Low-value,2,Low-freq.,6942.0
10195,27,5,5128.11,2003-11-25,Shipped,4,11,2003,Cars,S18_2238,Mini Classics,White Plains,USA,North America,Medium,Low-value,2,Low-freq.,10842.0
10207,44,6,7060.24,2003-12-09,Shipped,4,12,2003,Cars,S18_2238,Diecast Collectables,Boston,USA,North America,Large,Low-value,2,Low-freq.,8970.0
10219,43,1,8448.64,2004-02-10,Shipped,1,2,2004,Cars,S18_2238,Signal Collectibles Ltd.,Brisbane,USA,North America,Large,Low-value,2,Low-freq.,6357.0
10230,49,8,7300.51,2004-03-15,Shipped,1,3,2004,Cars,S18_2238,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Large,Low-value,4,Low-freq.,10803.0
10246,40,4,6549.2,2004-05-05,Shipped,2,5,2004,Cars,S18_2238,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10259,30,3,5697.9,2004-06-15,Shipped,2,6,2004,Cars,S18_2238,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,High-value,4,Low-freq.,14664.0
10271,50,4,9169.0,2004-07-20,Shipped,3,7,2004,Cars,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Large,High-value,17,High-freq.,83187.0
10282,23,13,3238.63,2004-08-20,Shipped,3,8,2004,Cars,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10292,26,7,4554.94,2004-09-08,Shipped,3,9,2004,Cars,S18_2238,Land of Toys Inc.,NYC,USA,North America,Medium,High-value,4,Low-freq.,20826.0
10305,27,4,3934.44,2004-10-13,Shipped,4,10,2004,Cars,S18_2238,Marta's Replicas Co.,Cambridge,USA,North America,Medium,High-value,2,Low-freq.,13065.0
10314,42,13,5776.26,2004-10-22,Shipped,4,10,2004,Cars,S18_2238,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium,High-value,2,Low-freq.,12753.0
10324,47,8,7207.45,2004-11-05,Shipped,4,11,2004,Cars,S18_2238,Vitachrome Inc.,NYC,USA,North America,Large,Low-value,3,Low-freq.,11154.0
10336,49,6,7460.74,2004-11-20,Shipped,4,11,2004,Cars,S18_2238,"La Corne D'abondance, Co.",Paris,France,EMEA,Large,Low-value,3,Low-freq.,12324.0
10349,38,8,6719.54,2004-12-01,Shipped,4,12,2004,Cars,S18_2238,Muscle Machine Inc,NYC,USA,North America,Medium,High-value,4,Low-freq.,25116.0
10358,20,10,2428.0,2004-12-10,Shipped,4,12,2004,Cars,S18_2238,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10371,25,7,2602.25,2005-01-23,Shipped,1,1,2005,Cars,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10382,25,5,2200.0,2005-02-17,Shipped,1,2,2005,Cars,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10412,41,4,6712.93,2005-05-03,Shipped,2,5,2005,Cars,S18_2238,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10425,28,3,5318.04,2005-05-31,In Process,2,5,2005,Cars,S18_2238,La Rochelle Gifts,Nantes,France,EMEA,Medium,High-value,4,Low-freq.,22854.0
10100,50,2,3390.0,2003-01-06,Shipped,1,1,2003,Cars,S18_2248,Online Diecast Creations Co.,Nashua,USA,North America,Medium,High-value,3,Low-freq.,16692.0
10110,32,6,1608.0,2003-03-18,Shipped,1,3,2003,Cars,S18_2248,"AV Stores, Co.",Manchester,UK,EMEA,Small,High-value,3,Low-freq.,20046.0
10124,42,5,2262.96,2003-05-21,Shipped,2,5,2003,Cars,S18_2248,Signal Gift Stores,Las Vegas,USA,North America,Small,Low-value,3,Low-freq.,10491.0
10149,24,10,1496.64,2003-09-12,Shipped,3,9,2003,Cars,S18_2248,Signal Collectibles Ltd.,Brisbane,USA,North America,Small,Low-value,2,Low-freq.,6357.0
10162,27,8,1879.74,2003-10-18,Shipped,4,10,2003,Cars,S18_2248,Corporate Gift Ideas Co.,San Francisco,USA,North America,Small,High-value,4,Low-freq.,19032.0
10173,26,12,1495.26,2003-11-05,Shipped,4,11,2003,Cars,S18_2248,Rovelli Gifts,Bergamo,Italy,EMEA,Small,High-value,3,Low-freq.,17511.0
10182,38,9,2323.7,2003-11-12,Shipped,4,11,2003,Cars,S18_2248,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10193,42,13,2491.86,2003-11-21,Shipped,4,11,2003,Cars,S18_2248,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,Low-value,3,Low-freq.,8190.0
10204,23,3,1643.12,2003-12-02,Shipped,4,12,2003,Cars,S18_2248,Muscle Machine Inc,NYC,USA,North America,Small,High-value,4,Low-freq.,25116.0
10214,21,6,1322.16,2004-01-26,Shipped,1,1,2004,Cars,S18_2248,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small,High-value,3,Low-freq.,15288.0
10227,28,9,1423.8,2004-03-02,Shipped,1,3,2004,Cars,S18_2248,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,High-value,3,Low-freq.,18135.0
10241,33,1,2397.45,2004-04-13,Shipped,2,4,2004,Cars,S18_2248,Mini Caravy,Strasbourg,France,EMEA,Small,Low-value,3,Low-freq.,10218.0
10280,25,15,1574.0,2004-08-17,Shipped,3,8,2004,Cars,S18_2248,Amica Models & Co.,Torino,Italy,EMEA,Small,Low-value,2,Low-freq.,11934.0
10288,28,4,1729.0,2004-09-01,Shipped,3,9,2004,Cars,S18_2248,Handji Gifts& Co,Singapore,Singapore,APAC,Small,High-value,4,Low-freq.,14664.0
10303,46,2,2255.84,2004-10-06,Shipped,4,10,2004,Cars,S18_2248,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Small,Low-value,2,Low-freq.,6942.0
10312,30,16,1834.5,2004-10-21,Shipped,4,10,2004,Cars,S18_2248,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10332,38,9,3201.5,2004-11-17,Shipped,4,11,2004,Cars,S18_2248,"AV Stores, Co.",Manchester,UK,EMEA,Medium,High-value,3,Low-freq.,20046.0
10344,40,2,2276.4,2004-11-25,Shipped,4,11,2004,Cars,S18_2248,Marseille Mini Autos,Marseille,France,EMEA,Small,Low-value,3,Low-freq.,9516.0
10367,45,4,8884.8,2005-01-12,Resolved,1,1,2005,Cars,S18_2248,Toys4GrownUps.com,Pasadena,USA,North America,Large,High-value,3,Low-freq.,13260.0
10379,27,1,1331.1,2005-02-10,Shipped,1,2,2005,Cars,S18_2248,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10407,42,1,3051.3,2005-04-22,On Hold,2,4,2005,Cars,S18_2248,The Sharp Gifts Warehouse,San Jose,USA,North America,Medium,High-value,4,Low-freq.,20319.0
10420,36,4,2288.52,2005-05-29,In Process,2,5,2005,Cars,S18_2248,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,High-value,4,Low-freq.,19227.0
10104,29,12,3772.61,2003-01-31,Shipped,1,1,2003,Trucks and Buses,S18_2319,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10114,39,3,4164.42,2003-04-01,Shipped,2,4,2003,Trucks and Buses,S18_2319,"La Corne D'abondance, Co.",Paris,France,EMEA,Medium,Low-value,3,Low-freq.,12324.0
10127,45,14,6295.95,2003-06-03,Shipped,2,6,2003,Trucks and Buses,S18_2319,Muscle Machine Inc,NYC,USA,North America,Medium,High-value,4,Low-freq.,25116.0
10141,47,8,6287.66,2003-08-01,Shipped,3,8,2003,Trucks and Buses,S18_2319,Suominen Souveniers,Espoo,Finland,EMEA,Medium,High-value,3,Low-freq.,14469.0
10151,49,6,5412.54,2003-09-21,Shipped,3,9,2003,Trucks and Buses,S18_2319,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium,High-value,3,Low-freq.,13221.0
10165,46,15,5984.14,2003-10-22,Shipped,4,10,2003,Trucks and Buses,S18_2319,"Dragon Souveniers, Ltd.",Singapore,Singapore,APAC,Medium,High-value,5,Low-freq.,21957.0
10175,48,4,5891.04,2003-11-06,Shipped,4,11,2003,Trucks and Buses,S18_2319,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,Low-value,3,Low-freq.,11271.0
10184,46,9,5984.14,2003-11-14,Shipped,4,11,2003,Trucks and Buses,S18_2319,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Medium,Low-value,2,Low-freq.,6942.0
10195,35,9,3608.15,2003-11-25,Shipped,4,11,2003,Trucks and Buses,S18_2319,Mini Classics,White Plains,USA,North America,Medium,Low-value,2,Low-freq.,10842.0
10207,43,10,5752.54,2003-12-09,Shipped,4,12,2003,Trucks and Buses,S18_2319,Diecast Collectables,Boston,USA,North America,Medium,Low-value,2,Low-freq.,8970.0
10229,26,4,3765.32,2004-03-11,Shipped,1,3,2004,Trucks and Buses,S18_2319,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10246,22,8,2159.96,2004-05-05,Shipped,2,5,2004,Trucks and Buses,S18_2319,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10259,34,7,3379.94,2004-06-15,Shipped,2,6,2004,Trucks and Buses,S18_2319,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,High-value,4,Low-freq.,14664.0
10271,50,8,5093.5,2004-07-20,Shipped,3,7,2004,Trucks and Buses,S18_2319,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10281,48,4,5773.44,2004-08-19,Shipped,3,8,2004,Trucks and Buses,S18_2319,Diecast Classics Inc.,Allentown,USA,North America,Medium,High-value,4,Low-freq.,15483.0
10292,41,11,4528.86,2004-09-08,Shipped,3,9,2004,Trucks and Buses,S18_2319,Land of Toys Inc.,NYC,USA,North America,Medium,High-value,4,Low-freq.,20826.0
10305,36,8,4816.08,2004-10-13,Shipped,4,10,2004,Trucks and Buses,S18_2319,Marta's Replicas Co.,Cambridge,USA,North America,Medium,High-value,2,Low-freq.,13065.0
10313,29,2,3416.78,2004-10-22,Shipped,4,10,2004,Trucks and Buses,S18_2319,Canadian Gift Exchange Network,Vancouver,Canada,North America,Medium,Low-value,2,Low-freq.,9555.0
10324,33,10,1236.84,2004-11-05,Shipped,4,11,2004,Trucks and Buses,S18_2319,Vitachrome Inc.,NYC,USA,North America,Small,Low-value,3,Low-freq.,11154.0
10334,46,6,5814.86,2004-11-19,On Hold,4,11,2004,Trucks and Buses,S18_2319,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Medium,Low-value,4,Low-freq.,9594.0
10349,38,7,5223.48,2004-12-01,Shipped,4,12,2004,Trucks and Buses,S18_2319,Muscle Machine Inc,NYC,USA,North America,Medium,High-value,4,Low-freq.,25116.0
10358,20,11,728.4,2004-12-10,Shipped,4,12,2004,Trucks and Buses,S18_2319,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10370,22,5,3949.0,2005-01-20,Shipped,1,1,2005,Trucks and Buses,S18_2319,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,High-value,4,Low-freq.,19539.0
10383,27,11,3843.99,2005-02-22,Shipped,1,2,2005,Trucks and Buses,S18_2319,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10412,56,8,5498.08,2005-05-03,Shipped,2,5,2005,Trucks and Buses,S18_2319,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10425,38,7,3777.58,2005-05-31,In Process,2,5,2005,Trucks and Buses,S18_2319,La Rochelle Gifts,Nantes,France,EMEA,Medium,High-value,4,Low-freq.,22854.0
10101,25,4,3782.0,2003-01-09,Shipped,1,1,2003,Cars,S18_2325,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Medium,Low-value,4,Low-freq.,10803.0
10110,33,4,3859.68,2003-03-18,Shipped,1,3,2003,Cars,S18_2325,"AV Stores, Co.",Manchester,UK,EMEA,Medium,High-value,3,Low-freq.,20046.0
10124,42,3,4431.84,2003-05-21,Shipped,2,5,2003,Cars,S18_2325,Signal Gift Stores,Las Vegas,USA,North America,Medium,Low-value,3,Low-freq.,10491.0
10149,33,8,4950.33,2003-09-12,Shipped,3,9,2003,Cars,S18_2325,Signal Collectibles Ltd.,Brisbane,USA,North America,Medium,Low-value,2,Low-freq.,6357.0
10162,38,6,4299.7,2003-10-18,Shipped,4,10,2003,Cars,S18_2325,Corporate Gift Ideas Co.,San Francisco,USA,North America,Medium,High-value,4,Low-freq.,19032.0
10173,31,10,4492.83,2003-11-05,Shipped,4,11,2003,Cars,S18_2325,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,High-value,3,Low-freq.,17511.0
10182,20,7,2212.0,2003-11-12,Shipped,4,11,2003,Cars,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10193,44,11,4642.88,2003-11-21,Shipped,4,11,2003,Cars,S18_2325,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Medium,Low-value,3,Low-freq.,8190.0
10204,26,1,3206.32,2003-12-02,Shipped,4,12,2003,Cars,S18_2325,Muscle Machine Inc,NYC,USA,North America,Medium,High-value,4,Low-freq.,25116.0
10214,27,4,3604.23,2004-01-26,Shipped,1,1,2004,Cars,S18_2325,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Medium,High-value,3,Low-freq.,15288.0
10227,46,7,7017.76,2004-03-02,Shipped,1,3,2004,Cars,S18_2325,"Saveley & Henriot, Co.",Lyon,France,EMEA,Large,High-value,3,Low-freq.,18135.0
10243,47,2,6154.18,2004-04-26,Shipped,2,4,2004,Cars,S18_2325,Diecast Collectables,Boston,USA,North America,Medium,Low-value,2,Low-freq.,8970.0
10280,37,13,4750.8,2004-08-17,Shipped,3,8,2004,Cars,S18_2325,Amica Models & Co.,Torino,Italy,EMEA,Medium,Low-value,2,Low-freq.,11934.0
10288,31,2,3822.92,2004-09-01,Shipped,3,9,2004,Cars,S18_2325,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,High-value,4,Low-freq.,14664.0
10304,24,17,2440.8,2004-10-11,Shipped,4,10,2004,Cars,S18_2325,Auto Assoc. & Cie.,Versailles,France,EMEA,Small,Low-value,2,Low-freq.,8229.0
10312,31,14,4729.36,2004-10-21,Shipped,4,10,2004,Cars,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10322,50,6,12536.5,2004-11-04,Shipped,4,11,2004,Cars,S18_2325,Online Diecast Creations Co.,Nashua,USA,North America,Large,High-value,3,Low-freq.,16692.0
10332,35,8,2264.15,2004-11-17,Shipped,4,11,2004,Cars,S18_2325,"AV Stores, Co.",Manchester,UK,EMEA,Small,High-value,3,Low-freq.,20046.0
10344,30,3,3928.2,2004-11-25,Shipped,4,11,2004,Cars,S18_2325,Marseille Mini Autos,Marseille,France,EMEA,Medium,Low-value,3,Low-freq.,9516.0
10356,29,3,3630.22,2004-12-09,Shipped,4,12,2004,Cars,S18_2325,Lyon Souveniers,Paris,France,EMEA,Medium,Low-value,3,Low-freq.,9945.0
10367,27,5,4196.07,2005-01-12,Resolved,1,1,2005,Cars,S18_2325,Toys4GrownUps.com,Pasadena,USA,North America,Medium,High-value,3,Low-freq.,13260.0
10380,40,10,4931.6,2005-02-16,Shipped,1,2,2005,Cars,S18_2325,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10390,31,16,3068.69,2005-03-04,Shipped,1,3,2005,Cars,S18_2325,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10409,6,2,785.64,2005-04-23,Shipped,2,4,2005,Cars,S18_2325,Handji Gifts& Co,Singapore,Singapore,APAC,Small,High-value,4,Low-freq.,14664.0
10420,45,2,4977.0,2005-05-29,In Process,2,5,2005,Cars,S18_2325,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,High-value,4,Low-freq.,19227.0
10103,22,2,1189.98,2003-01-29,Shipped,1,1,2003,Trucks and Buses,S18_2432,Baane Mini Imports,Stavern,Norway,EMEA,Small,High-value,4,Low-freq.,14781.0
10114,45,6,3090.15,2003-04-01,Shipped,2,4,2003,Trucks and Buses,S18_2432,"La Corne D'abondance, Co.",Paris,France,EMEA,Medium,Low-value,3,Low-freq.,12324.0
10126,43,2,2795.86,2003-05-28,Shipped,2,5,2003,Trucks and Buses,S18_2432,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small,High-value,3,Low-freq.,15288.0
10140,46,2,2851.54,2003-07-24,Shipped,3,7,2003,Trucks and Buses,S18_2432,Technics Stores Inc.,Burlingame,USA,North America,Small,High-value,4,Low-freq.,15327.0
10151,39,9,2701.92,2003-09-21,Shipped,3,9,2003,Trucks and Buses,S18_2432,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,High-value,3,Low-freq.,13221.0
10165,31,18,2204.1,2003-10-22,Shipped,4,10,2003,Trucks and Buses,S18_2432,"Dragon Souveniers, Ltd.",Singapore,Singapore,APAC,Small,High-value,5,Low-freq.,21957.0
10175,41,7,2840.48,2003-11-06,Shipped,4,11,2003,Trucks and Buses,S18_2432,"Stylish Desk Decors, Co.",London,UK,EMEA,Small,Low-value,3,Low-freq.,11271.0
10184,44,12,2647.04,2003-11-14,Shipped,4,11,2003,Trucks and Buses,S18_2432,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Small,Low-value,2,Low-freq.,6942.0
10194,45,2,3172.05,2003-11-25,Shipped,4,11,2003,Trucks and Buses,S18_2432,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,High-value,3,Low-freq.,18135.0
10207,37,13,2585.93,2003-12-09,Shipped,4,12,2003,Trucks and Buses,S18_2432,Diecast Collectables,Boston,USA,North America,Small,Low-value,2,Low-freq.,8970.0
10217,35,2,2148.3,2004-02-04,Shipped,1,2,2004,Trucks and Buses,S18_2432,Handji Gifts& Co,Singapore,Singapore,APAC,Small,High-value,4,Low-freq.,14664.0
10229,28,7,1667.4,2004-03-11,Shipped,1,3,2004,Trucks and Buses,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10246,30,11,1859.7,2004-05-05,Shipped,2,5,2004,Trucks and Buses,S18_2432,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10259,30,10,1476.6,2004-06-15,Shipped,2,6,2004,Trucks and Buses,S18_2432,Handji Gifts& Co,Singapore,Singapore,APAC,Small,High-value,4,Low-freq.,14664.0
10271,25,11,1732.0,2004-07-20,Shipped,3,7,2004,Trucks and Buses,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10281,29,7,1674.17,2004-08-19,Shipped,3,8,2004,Trucks and Buses,S18_2432,Diecast Classics Inc.,Allentown,USA,North America,Small,High-value,4,Low-freq.,15483.0
10291,26,2,1500.98,2004-09-08,Shipped,3,9,2004,Trucks and Buses,S18_2432,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,High-value,3,Low-freq.,17043.0
10305,41,11,2192.68,2004-10-13,Shipped,4,10,2004,Trucks and Buses,S18_2432,Marta's Replicas Co.,Cambridge,USA,North America,Small,High-value,2,Low-freq.,13065.0
10313,34,5,1797.58,2004-10-22,Shipped,4,10,2004,Trucks and Buses,S18_2432,Canadian Gift Exchange Network,Vancouver,Canada,North America,Small,Low-value,2,Low-freq.,9555.0
10322,35,11,2142.35,2004-11-04,Shipped,4,11,2004,Trucks and Buses,S18_2432,Online Diecast Creations Co.,Nashua,USA,North America,Small,High-value,3,Low-freq.,16692.0
10334,34,1,2086.92,2004-11-19,On Hold,4,11,2004,Trucks and Buses,S18_2432,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Small,Low-value,4,Low-freq.,9594.0
10347,50,8,6834.5,2004-11-29,Shipped,4,11,2004,Trucks and Buses,S18_2432,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,High-value,5,Low-freq.,25506.0
10357,41,7,2541.59,2004-12-10,Shipped,4,12,2004,Trucks and Buses,S18_2432,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10370,22,7,2130.92,2005-01-20,Shipped,1,1,2005,Trucks and Buses,S18_2432,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,High-value,4,Low-freq.,19539.0
10381,35,7,1701.7,2005-02-17,Shipped,1,2,2005,Trucks and Buses,S18_2432,Corporate Gift Ideas Co.,San Francisco,USA,North America,Small,High-value,4,Low-freq.,19032.0
10391,44,5,1694.0,2005-03-09,Shipped,1,3,2005,Trucks and Buses,S18_2432,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,High-value,4,Low-freq.,19539.0
10412,47,11,2913.53,2005-05-03,Shipped,2,5,2005,Trucks and Buses,S18_2432,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10425,19,10,935.18,2005-05-31,In Process,2,5,2005,Trucks and Buses,S18_2432,La Rochelle Gifts,Nantes,France,EMEA,Small,High-value,4,Low-freq.,22854.0
10106,34,2,3073.26,2003-02-17,Shipped,1,2,2003,Planes,S18_2581,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,High-value,3,Low-freq.,17511.0
10120,29,8,2082.49,2003-04-29,Shipped,2,4,2003,Planes,S18_2581,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,High-value,5,Low-freq.,25506.0
10133,49,3,3394.23,2003-06-27,Shipped,2,6,2003,Planes,S18_2581,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10145,30,14,2559.6,2003-08-25,Shipped,3,8,2003,Planes,S18_2581,Toys4GrownUps.com,Pasadena,USA,North America,Small,High-value,3,Low-freq.,13260.0
10168,21,9,1490.16,2003-10-28,Shipped,4,10,2003,Planes,S18_2581,Technics Stores Inc.,Burlingame,USA,North America,Small,High-value,4,Low-freq.,15327.0
10210,50,7,3844.0,2004-01-12,Shipped,1,1,2004,Planes,S18_2581,Osaka Souveniers Co.,Osaka,Japan,APAC,Medium,Low-value,2,Low-freq.,8580.0
10223,47,9,4724.91,2004-02-20,Shipped,1,2,2004,Planes,S18_2581,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,High-value,5,Low-freq.,25506.0
10235,24,3,1824.72,2004-04-02,Shipped,2,4,2004,Planes,S18_2581,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,North America,Small,Low-value,2,Low-freq.,9477.0
10250,27,4,2668.68,2004-05-11,Shipped,2,5,2004,Planes,S18_2581,The Sharp Gifts Warehouse,San Jose,USA,North America,Small,High-value,4,Low-freq.,20319.0
10263,33,10,2843.61,2004-06-28,Shipped,2,6,2004,Planes,S18_2581,Gift Depot Inc.,Bridgewater,USA,North America,Small,High-value,3,Low-freq.,12909.0
10275,35,9,3163.65,2004-07-23,Shipped,3,7,2004,Planes,S18_2581,La Rochelle Gifts,Nantes,France,EMEA,Medium,High-value,4,Low-freq.,22854.0
10284,31,1,2226.11,2004-08-21,Shipped,3,8,2004,Planes,S18_2581,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,Low-value,2,Low-freq.,10062.0
10297,25,4,2069.75,2004-09-16,Shipped,3,9,2004,Planes,S18_2581,"Clover Collections, Co.",Dublin,Ireland,EMEA,Small,Low-value,2,Low-freq.,7332.0
10308,27,7,2235.33,2004-10-15,Shipped,4,10,2004,Planes,S18_2581,Mini Classics,White Plains,USA,North America,Small,Low-value,2,Low-freq.,10842.0
10318,31,9,3116.43,2004-11-02,Shipped,4,11,2004,Planes,S18_2581,Diecast Classics Inc.,Allentown,USA,North America,Medium,High-value,4,Low-freq.,15483.0
10327,45,8,4781.7,2004-11-10,Resolved,4,11,2004,Planes,S18_2581,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,High-value,5,Low-freq.,18408.0
10339,27,2,2810.7,2004-11-23,Shipped,4,11,2004,Planes,S18_2581,"Tokyo Collectables, Ltd",Minato-ku,Japan,APAC,Small,High-value,4,Low-freq.,15288.0
10353,27,1,3515.67,2004-12-04,Shipped,4,12,2004,Planes,S18_2581,Gift Ideas Corp.,Glendale,USA,North America,Medium,Low-value,3,Low-freq.,7254.0
10374,42,2,2909.34,2005-02-02,Shipped,1,2,2005,Planes,S18_2581,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Small,Low-value,3,Low-freq.,7527.0
